URLs,Image name
https://ktc.ua/goods/saundbar_samsung_hw_b750d_black__hw_b750dua.html,August_10_Daily Draw_2_296х296
https://rozetka.com.ua/ua/xiaomi-001012259554/p496988299/,August_10_Daily Draw_3_296х296
https://rozetka.com.ua/ua/xiaomi-001011547942/p408833547,August_11_Daily Draw_1_296х296
https://rozetka.com.ua/ua/planshet-lenovo-tab-m11-8-128gb-wifi/g58833209/,August_11_Daily Draw_2_296х296
https://rozetka.com.ua/ua/jbl_104set_btw/p310334368/,August_11_Daily Draw_3_296х296
https://rozetka.com.ua/ua/poco-001012343512/p516380209/,August_12_Daily Draw_1_296х296
https://rozetka.com.ua/ua/sjcam-6972476161049/p511896234/,August_12_Daily Draw_2_296х296
https://rozetka.com.ua/ua/vigorpool_vp11_eu/p361032927/,August_12_Daily Draw_3_296х296
https://rozetka.com.ua/ua/planshet-samsung-galaxy-tab-a9-plus-5g-8-128-256gb/g67331684/,August_13_Daily Draw_1_296х296
https://rozetka.com.ua/ua/acer-nxa6leu02p/p481961764/,August_13_Daily Draw_2_296х296
https://rozetka.com.ua/ua/sony-wfg700nwce7/p453343394/,August_13_Daily Draw_3_296х296
https://rozetka.com.ua/ua/huawei-gt-4-46-mm-black/p405128073/,August_14_Daily Draw_1_296х296
https://www.moyo.ua/ua/elektronnaya_kniga_pocketbook_700_stardust_silver/523291.html,August_14_Daily Draw_2_296х296
https://www.ctrs.com.ua/portativnye-batarei/portzp-proove-powerbox-60000mah-65w-chorniy-752713.html,August_14_Daily Draw_3_296х296
https://rozetka.com.ua/ua/apple-mxp63ze-a/p448744721/ ,August_14_Daily Draw_3_1_296х296
https://rozetka.com.ua/ua/motorola-1002723/p396820071/,August_15_Daily Draw_1_296х296
https://rozetka.com.ua/ua/fujifilm-16823519/p433298438/,August_15_Daily Draw_2_296х296
https://rozetka.com.ua/ua/choetech-bs002-v2/p366067872/,August_15_Daily Draw_3_296х296
https://rozetka.com.ua/ua/sjcam-sjs-300/p392401158/,August_16_Daily Draw_1_296х296
https://rozetka.com.ua/ua/samsung-ue32h5000fuxua/p513000364/,August_16_Daily Draw_2_296х296
https://www.moyo.ua/ua/elektronnaya_kniga_pocketbook_634k3_verse_pro_color_stormy_sea/599517.html,August_16_Daily Draw_3_296х296
https://hard.rozetka.com.ua/ua/asus-90lm0631-b01170/p427947977/,August_17_Daily Draw_1_296х296
https://www.moyo.ua/ua/planshet_samsung_galaxy_tab_a9_wifi_8_128_grey/558824.html,August_17_Daily Draw_2_296х296
https://rozetka.com.ua/ua/harman-kardon-hkos8bluep/p362120637/,August_17_Daily Draw_3_296х296
https://rozetka.com.ua/ua/polaroid-3439/p426050331/ ,August_18_Daily Draw_1_296х296
https://rozetka.com.ua/ua/polaroid-006551/p488621869/ ,August_18_Daily Draw_1_1_296х296
https://rozetka.com.ua/ua/huawei-gt-4-46-mm-brown/p405127962/,August_18_Daily Draw_2_296х296
https://rozetka.com.ua/ua/insta360-cinrsgp-e/p393187935/,August_18_Daily Draw_3_296х296
https://stls.store/uk/xiaomi-redmi-note-14-pro-8256gb-midnight-black-global-p1405606c11256.html,August_19_Daily Draw_1_296х296
https://rozetka.com.ua/ua/jbl-jblq910pwlwhtblu/p375582282/,August_19_Daily Draw_2_296х296
https://rozetka.com.ua/ua/tronsmart-995053/p411060945/,August_19_Daily Draw_3_296х296
https://rozetka.com.ua/ua/doogee-t36-bl/p510975034/,August_20_Daily Draw_1_296х296
https://rozetka.com.ua/ua/harman-kardon-hkos8bluep/p362120637/,August_20_Daily Draw_2_296х296
https://rozetka.com.ua/ua/powerplant_pb930456/p360069348/,August_20_Daily Draw_3_296х296
https://www.moyo.ua/ua/elektronnaya_kniga_pocketbook_700k3_era_color_stormy_sea/594266.html,August_21_Daily Draw_1_296х296
https://www.ctrs.com.ua/televizory/ue32t4500auxua-samsung-664002.html,August_21_Daily Draw_2_296х296
https://hard.rozetka.com.ua/ua/lenovo_61edgat2ua/p247062097/,August_21_Daily Draw_3_296х296
https://rozetka.com.ua/ua/bluetti-poweroak-blu-ac2a/p436675091/,August_22_Daily Draw_1_296х296
https://bt.rozetka.com.ua/ua/casio-ecb-10db-1a9ef/p461199034/,August_22_Daily Draw_2_296х296
https://rozetka.com.ua/ua/umb_powerplant_k2_50000_mah_grey_dv00fb0003/p6274515/,August_22_Daily Draw_3_296х296
https://rozetka.com.ua/ua/harman-kardon-hkos8bluep/p362120637/,August_23_Daily Draw_1_296х296
https://rozetka.com.ua/ua/samsung-sm-r630nzaasek/p440057501/,August_23_Daily Draw_2_296х296
https://rozetka.com.ua/ua/poco-001012343512/p516380209/,August_23_Daily Draw_3_296х296
https://www.ctrs.com.ua/ekshn-kamery/ekshn-kamera-akaso-brave-7-4k-695518.html,August_24_Daily Draw_1_296х296
https://www.ctrs.com.ua/aksessuary-dlya-ekshn-kamer/monopod-plus-trinoga-telesin-dlya-kamer-gopro-hero-745195.html,August_24_Daily Draw_1_1_296х296
https://rozetka.com.ua/ua/hp-cp180/p522260894/ ,August_24_Daily Draw_2_296х296
https://rozetka.com.ua/ua/446699033/p446699033/,August_24_Daily Draw_2_1_296х296
https://rozetka.com.ua/ua/huawei-gt4-46-mm-green/p405124266/,August_24_Daily Draw_3_296х296
https://rozetka.com.ua/ua/motorola-1041469/p429472574/,August_28.07-03.08_Weekly Draw_1_296х296
https://rozetka.com.ua/ua/planshet-xiaomi-pad-7-pro-wi-fi/g62581904/,August_28.07-03.08_Weekly Draw_2_296х296
https://hard.rozetka.com.ua/ua/philips-40b1u5600-00/p370476897/,August_28.07-03.08_Weekly Draw_3_296х296
https://rozetka.com.ua/ua/samsung-hw-q700d-ua/p435300197/,August_28.07-03.08_Weekly Draw_4_296х296
https://rozetka.com.ua/ua/marshall-1006080/p392944212/,August_28.07-03.08_Weekly Draw_5_296х296
https://ktc.ua/goods/smart_godinnik_garmin_venu_3s___slate_stainless_steel_bezel_with_pebble_gray_case_and_silicone_band__010_02785_00.html,August_28.07-03.08_Weekly Draw_6_296х296
https://rozetka.com.ua/ua/technics-eah-az80g-k/p433474532/,August_28.07-03.08_Weekly Draw_7_296х296
https://rozetka.com.ua/ua/pocketbook-pb743g-u-cis/p388617396/,August_28.07-03.08_Weekly Draw_8_296х296
https://rozetka.com.ua/ua/samsung-ue32f6000fuxua/p498394519/,August_28.07-03.08_Weekly Draw_9_296х296
https://rozetka.com.ua/ua/apple-mye93sx-a/p448428488/,August_28.07-03.08_Weekly Draw_0_296х296
https://www.moyo.ua/ua/igrovaya_konsol_playstation_5_slim_digital_edition/570840.html,August_04.08-10.08_Weekly Draw_1_296х296
https://rozetka.com.ua/ua/asus-90nb13y1-m00k40/p464009684/,August_04.08-10.08_Weekly Draw_2_296х296
https://rozetka.com.ua/ua/planshet-xiaomi-pad-7-pro-wi-fi/g62581904/,August_04.08-10.08_Weekly Draw_3_296х296
https://ktc.ua/goods/ekshn_kamera_gopro_max_2_black__chdhz_203_rw.html,August_04.08-10.08_Weekly Draw_4_296х296
https://rozetka.com.ua/ua/realme-13-proplus-5g-8-256gb-emerald-green/p481201124/,August_04.08-10.08_Weekly Draw_5_296х296
https://rozetka.com.ua/ua/sony-wh1000xm5sce7/p361223523/,August_04.08-10.08_Weekly Draw_6_296х296
https://www.ctrs.com.ua/smart-chasy/apple-watch-se-gps-40mm-starlight-aluminium-case-with-lake-green-sport-loop-752344.html,August_04.08-10.08_Weekly Draw_7_296х296
https://rozetka.com.ua/ua/fujifilm-16824123/p446983784/,August_04.08-10.08_Weekly Draw_8_296х296
https://www.ctrs.com.ua/aksessuary-dlya-foto-printerov/fotobumaga-fujifilm-instax-mini-eu-2-glossy-54kh86mm-2kh10sht-670991.html,August_04.08-10.08_Weekly Draw_8_1_296х296
https://rozetka.com.ua/ua/pocketbook-pb700-u-16-ww/p354412131/,August_04.08-10.08_Weekly Draw_9_296х296
https://rozetka.com.ua/ua/gopro-chdhx-132-rw/p498081879/,August_11.08-17.08_Weekly Draw_1_296х296
https://rozetka.com.ua/ua/planshet-xiaomi-pad-7-pro-wi-fi/g62581904/,August_11.08-17.08_Weekly Draw_2_296х296
https://ktc.ua/goods/garnitura_razer_kraken_v4_pro_wireless_black__rz04_05160100_r3m1.html,August_11.08-17.08_Weekly Draw_3_296х296
https://rozetka.com.ua/ua/samsung-hw-q700d-ua/p435300197/,August_11.08-17.08_Weekly Draw_4_296х296
https://rozetka.com.ua/ua/philips-43pus8009-12/p451330412/,August_11.08-17.08_Weekly Draw_5_296х296
https://rozetka.com.ua/ua/realme-13-proplus-5g-8-256gb-emerald-green/p481201124/,August_11.08-17.08_Weekly Draw_6_296х296
https://rozetka.com.ua/ua/onyx-boox-boox-palma2-white/p510973314/,August_11.08-17.08_Weekly Draw_7_296х296
https://rozetka.com.ua/ua/huawei-55020dkh/p457974924/,August_11.08-17.08_Weekly Draw_8_296х296
https://www.ctrs.com.ua/naushniki/apple-airpods-4-752177.html,August_11.08-17.08_Weekly Draw_9_296х296
https://www.ctrs.com.ua/poiskovye-brelki-i-gps-trekery/apple-airtag-4-pack-688738.html ,August_11.08-17.08_Weekly Draw_9_1_296х296
https://rozetka.com.ua/ua/apple-mc6k4ua-a/p489490639/,August_11.08-17.08_Weekly Draw_0_296х296
https://rozetka.com.ua/ua/motorola-1041469/p429472574/,August_18.08-24.08_Weekly Draw_1_296х296
https://rozetka.com.ua/ua/garmin-010-03020-01/p498616764/,August_18.08-24.08_Weekly Draw_2_296х296
https://www.moyo.ua/ua/planshet_samsung_galaxy_tab_active5_wf_128gb/573250.html,August_18.08-24.08_Weekly Draw_3_296х296
https://rozetka.com.ua/ua/samsung-ue43du7100uxua/p420558654/,August_18.08-24.08_Weekly Draw_5_296х296
,
https://bt.rozetka.com.ua/ua/casio-dwe-5600hg-1er/p367131666/,August_18.08-24.08_Weekly Draw_6_296х296
https://rozetka.com.ua/ua/ecoflow-ef-river3ups/p460689164/,August_18.08-24.08_Weekly Draw_7_296х296
https://rozetka.com.ua/ua/apple-mxp93ze-a/p448744757/,August_18.08-24.08_Weekly Draw_8_296х296
https://rozetka.com.ua/ua/xiaomi-bhr9417eu/p499269499/,August_18.08-24.08_Weekly Draw_9_296х296
https://rozetka.com.ua/ua/hp-aq8p9ea/p460829094/,August_28.07-03.08_Weekly Tournament_1_296х296
https://www.moyo.ua/ua/igrovaya_konsol_xbox_series_s_1tb_belaya/634844.html,August_28.07-03.08_Weekly Tournament_2_296х296
https://ti.ua/ua/planshet-lenovo-tab-k11-plus-8-256-wifi-luna-grey-zaev0000ua.html,August_28.07-03.08_Weekly Tournament_3_296х296
https://ktc.ua/goods/noutbuk_apple_macbook_air_15_3_m4_10gpu_sky_blue__mc7c4.html,August_04.08-10.08_Weekly Tournament_1_296х296
https://www.moyo.ua/ua/igrovaya_konsol_nintendo_switch_krasnyy_siniy_/539240.html,August_04.08-10.08_Weekly Tournament_2_296х296
https://rozetka.com.ua/ua/sony-wfls910nbce7/p473239379/,August_04.08-10.08_Weekly Tournament_3_296х296
https://rozetka.com.ua/ua/apple-myx03sx-a/p448428629/,August_11.08-17.08_Weekly Tournament_1_296х296
https://ti.ua/ua/naushniki-dyson-ontrac-cnc-black-nickel.html,August_11.08-17.08_Weekly Tournament_2_296х296
https://rozetka.com.ua/ua/planshet-samsung-galaxy-tab-a9-plus-5g-4-64gb-6-128gb/g67331609/,August_11.08-17.08_Weekly Tournament_3_296х296
https://rozetka.com.ua/ua/lenovo-21l3002xra/p432104312/,August_18.08-24.08_Weekly Tournament_1_296х296
https://rozetka.com.ua/ua/samsung-sm-a566bzkceuc/p484698794/,August_18.08-24.08_Weekly Tournament_2_296х296
https://rozetka.com.ua/ua/samsung-sm-x216bzaesek/p412085157/,August_18.08-24.08_Weekly Tournament_3_296х296
https://rozetka.com.ua/ua/storm_stk_380/p262193/    ,August_SuperGra_1_296х296
https://rozetka.com.ua/ua/shimano-22662880/p417225729/,August_SuperGra_1_1_296х296
https://rozetka.com.ua/ua/shimano-22666773/p379636356/      ,August_SuperGra_1_2_296х296
https://rozetka.com.ua/ua/prologic_18460981/p346171723/   ,August_SuperGra_2_296х296
https://rozetka.com.ua/ua/shimano_22663720/p437464541/  ,August_SuperGra_2_1_296х296
https://rozetka.com.ua/ua/daiwa-10158-100/p471100844/      ,August_SuperGra_2_2_296х296
https://rozetka.com.ua/ua/storm_stk_360/p262191/   ,August_SuperGra_3_296х296
https://rozetka.com.ua/ua/brain-18585573/p469715164/  ,August_SuperGra_3_1_296х296
https://rozetka.com.ua/ua/daiwa-20067006/p471100944/    ,August_SuperGra_3_2_296х296
https://rozetka.com.ua/ua/wechsel-das301739/p392688060/,August_SuperGra_4_296х296
https://rozetka.com.ua/ua/savage_gear_18541021/p275405373/ ,August_SuperGra_5_296х296
https://rozetka.com.ua/ua/g_loomis_22665523/p298019543/ ,August_SuperGra_5_1_296х296
https://rozetka.com.ua/ua/shimano-22664714/p361985298/   ,August_SuperGra_5_2_296х296
https://rozetka.com.ua/ua/canon-5811c033aa/p368530830/,August_SuperGra_6_296х296
https://rozetka.com.ua/ua/sportex-17921899/p491273724/ ,August_SuperGra_7_296х296
https://rozetka.com.ua/ua/daiwa_10923_025/p232277557/,August_SuperGra_7_1_296х296
https://rozetka.com.ua/ua/intex-68376/p497858319/,August_SuperGra_8_296х296
https://rozetka.com.ua/ua/lenovo-zae50114ua/p482214604/,August_SuperGra_9_296х296
https://rozetka.com.ua/ua/realme-13-plus-5g-12-256gb-victory-gold/p452201714/,August_SuperGra_10_296х296
https://rozetka.com.ua/ua/osprey-009-2792/p419695758/,August_SuperGra_11_296х296
https://rozetka.com.ua/ua/marshall-1006034-1/p389171697/,August_SuperGra_12_296х296
https://rozetka.com.ua/ua/segway-aa2001010004/p473421604/,August_SuperGra_13_296х296
https://rozetka.com.ua/ua/brain-18584521plus18584657plus22667003plus18460189/p433997549/   ,August_SuperGra_14_296х296
https://stls.store/uk/onyx-boox-page-p1144124c519.html,August_SuperGra_15_296х296
https://bt.rozetka.com.ua/ua/743044/p743044/,August_SuperGra_16_296х296
https://rozetka.com.ua/ua/osprey-0093321/p441647189/,August_SuperGra_17_296х296
https://rozetka.com.ua/ua/jbl-jblxtreme3blkeuna/p522117079/,August_SuperGra_18_296х296
https://rozetka.com.ua/ua/hyperx-4p5d4aa/p365716434/,August_SuperGra_19_296х296
https://rozetka.com.ua/ua/storm_st_240c/p262124/,August_SuperGra_20_296х296
https://www.moyo.ua/ua/fotokamera_momentalnoy_pechati_fujifilm_instax_mini_evo_hybrid_16745157_/533029.html,August_SuperGra_21_296х296
https://rozetka.com.ua/ua/petromax-4250435700709/p438140597/,August_SuperGra_22_296х296
https://rozetka.com.ua/ua/shimano-22666111-22667061/p429978413/,August_SuperGra_23_296х296
https://rozetka.com.ua/ua/bluetti-x20/p470176214/,August_SuperGra_24_296х296
https://hard.rozetka.com.ua/ua/asus-90lm0a90-b01170/p452262152/,August_SuperGra_25_296х296
https://rozetka.com.ua/ua/apple-mxp63ze-a/p448744721/,August_SuperGra_26_296х296
https://rozetka.com.ua/ua/edifier_r1855dbblack/p295536098/,August_SuperGra_27_296х296
https://rozetka.com.ua/ua/fujifilm-16824123/p446983784/,August_SuperGra_28_296х296
https://bt.rozetka.com.ua/ua/casio-gma-s2100-1aer/p377427897/,August_SuperGra_29_296х296
https://rozetka.com.ua/ua/romoss-001012022172/p481423524/,August_SuperGra_30_296х296
https://rozetka.com.ua/ua/storm_stk_450e/p262202/,August_SuperGra_31_296х296
 https://rozetka.com.ua/ua/graphiteleader_g08591/p277192278/,August_SuperGra_31_1_296х296
 https://rozetka.com.ua/ua/daiwa-10922-026/p471100899/ ,August_SuperGra_31_2_296х296
https://rozetka.com.ua/ua/graphiteleader-g18248/p486488674/ ,August_SuperGra_32_296х296
https://rozetka.com.ua/ua/daiwa_10806_755/p299566428/   ,August_SuperGra_32_1_296х296
https://rozetka.com.ua/ua/daiwa_10806_505/p299566423/ ,August_SuperGra_32_запаска_296х296
https://rozetka.com.ua/ua/grand-canyon-das302050/p392688090/,August_SuperGra_33_296х296
https://rozetka.com.ua/ua/storm_stk_400e/p262201/,August_SuperGra_34_296х296
https://rozetka.com.ua/ua/shimano_22662892/p336934858/  ,August_SuperGra_35_296х296
https://rozetka.com.ua/ua/daiwa-10606-300/p471100864/  ,August_SuperGra_35_1_296х296
https://rozetka.com.ua/ua/storm_stk_380/p262193/,August_SuperGra_36_296х296
https://rozetka.com.ua/ua/samsung-sm-s721bzkgeuc/p450350984/,August_SuperGra_37_296х296
https://www.ctrs.com.ua/ekshn-kamery/kamera-gopro-hero13-black-chdhx-131-rw-751843.html,August_SuperGra_38_296х296
https://rozetka.com.ua/ua/realme-13-proplus-5g-12-512gb-emerald-green/p481203424/,August_SuperGra_39_296х296
https://rozetka.com.ua/ua/2e-2e-pps06056/p478783019/,August_SuperGra_40_296х296
https://rozetka.com.ua/ua/osprey-009-3283/p419695770/,August_SuperGra_41_296х296
https://rozetka.com.ua/ua/samsung-sm-p620nzaeeuc/p424933791/,August_SuperGra_42_296х296
https://rozetka.com.ua/ua/brain-18585573/p469715164/ ,August_SuperGra_43_296х296
https://rozetka.com.ua/ua/shiman-22664754/p387408561/ ,August_SuperGra_43_1_296х296
https://ktc.ua/goods/navushniki_apple_airpods_pro_2nd_generation_white_magsafe_charging_case_usb_c.html,August_SuperGra_44_296х296
https://bt.rozetka.com.ua/ua/casio-ecb-950db-1aef/p428811956/,August_SuperGra_45_296х296
https://rozetka.com.ua/ua/anker-a1723311/p467479344/,August_SuperGra_46_296х296
https://rozetka.com.ua/ua/intex-68325/p497858249/,August_SuperGra_47_296х296
https://stls.store/uk/pocketbook-700-era-stardust-silver-pb700-u-16-ww-p969412c519.html,August_SuperGra_48_296х296
https://rozetka.com.ua/ua/intex-68306/p497858054/,August_SuperGra_49_296х296
https://bt.rozetka.com.ua/ua/1451282/p1451282/,August_SuperGra_50_296х296
https://rozetka.com.ua/ua/fujifilm-16823519/p433298438/,August_SuperGra_51_296х296
https://rozetka.com.ua/ua/corsair_ca_9011236_eu/p381936933/,August_SuperGra_52_296х296
https://rozetka.com.ua/ua/planshet-xiaomi-redmi-pad-2-wi-fi/g66874504/,August_SuperGra_53_296х296
https://rozetka.com.ua/ua/anker-a1340011/p521169969/,August_SuperGra_54_296х296
https://rozetka.com.ua/ua/jbl-jblcharge6blk/p491294644/,August_SuperGra_55_296х296
https://rozetka.com.ua/ua/fujifilm-16719586/p328190812/,August_SuperGra_56_296х296
https://rozetka.com.ua/ua/xiaomi-001011707681/p420159054/,August_SuperGra_57_296х296
https://www.moyo.ua/ua/fotokamera_momentalnoy_pechati_fujifilm_instax_sq40_black_16802802_/556141.html,August_SuperGra_58_296х296
https://rozetka.com.ua/ua/andowl-pr80/p454038581/,August_SuperGra_59_296х296
https://rozetka.com.ua/ua/jbl-jblliveflex3blk/p437386385/,August_SuperGra_60_296х296
